candidate_index,A,B,C,D,E,role_pairs,anchors,q_edge_ids,q_sources,q_targets,known_return_cell_slots,known_return_cell_edges
221800,9,3,4,5,10,09_03 03_04 05_04 05_10,23 24 23 24,tuple_edge_611 tuple_edge_612 tuple_edge_919 tuple_edge_1204,9:23 3:24 5:53 5:24,3:23 4:24 4:23 10:24,false,false
221804,9,3,4,5,14,09_03 03_04 05_04 05_14,23 24 23 24,tuple_edge_611 tuple_edge_612 tuple_edge_919 tuple_edge_1205,9:23 3:24 5:53 5:24,3:23 4:24 4:23 14:24,false,false
222312,9,3,8,2,1,09_03 03_08 02_08 02_01,23 24 23 24,tuple_edge_611 tuple_edge_766 tuple_edge_417 tuple_edge_3432,9:23 3:54 2:53 2:54,3:23 8:24 8:23 1:24,false,false
222316,9,3,8,2,7,09_03 03_08 02_08 02_07,23 24 23 24,tuple_edge_611 tuple_edge_766 tuple_edge_417 tuple_edge_419,9:23 3:54 2:53 2:54,3:23 8:24 8:23 7:24,false,false
222404,9,3,8,13,6,09_03 03_08 13_08 13_06,23 24 23 24,tuple_edge_611 tuple_edge_766 tuple_edge_2038 tuple_edge_1475,9:23 3:54 13:23 13:24,3:23 8:24 8:23 6:24,false,false
222408,9,3,8,13,12,09_03 03_08 13_08 13_12,23 24 23 24,tuple_edge_611 tuple_edge_766 tuple_edge_2038 tuple_edge_3071,9:23 3:54 13:23 13:24,3:23 8:24 8:23 12:24,false,false
222409,9,3,8,13,14,09_03 03_08 13_08 13_14,23 24 23 24,tuple_edge_611 tuple_edge_766 tuple_edge_2038 tuple_edge_3292,9:23 3:54 13:23 13:24,3:23 8:24 8:23 14:24,false,false
222414,9,3,8,14,5,09_03 03_08 14_08 14_05,23 24 23 24,tuple_edge_611 tuple_edge_766 tuple_edge_2039 tuple_edge_1205,9:23 3:54 14:23 14:24,3:23 8:24 8:23 5:24,false,false
222417,9,3,8,14,10,09_03 03_08 14_08 14_10,23 24 23 24,tuple_edge_611 tuple_edge_766 tuple_edge_2039 tuple_edge_2587,9:23 3:54 14:23 14:24,3:23 8:24 8:23 10:24,false,false
222420,9,3,8,14,13,09_03 03_08 14_08 14_13,23 24 23 24,tuple_edge_611 tuple_edge_766 tuple_edge_2039 tuple_edge_3292,9:23 3:54 14:23 14:24,3:23 8:24 8:23 13:24,false,false
223081,9,4,0,1,2,09_04 04_00 01_00 01_02,23 24 23 24,tuple_edge_920 tuple_edge_849 tuple_edge_783 tuple_edge_76,9:23 4:54 1:53 1:54,4:23 0:24 0:23 2:24,false,false
223084,9,4,0,1,6,09_04 04_00 01_00 01_06,23 24 23 24,tuple_edge_920 tuple_edge_849 tuple_edge_783 tuple_edge_77,9:23 4:54 1:53 1:54,4:23 0:24 0:23 6:24,false,false
223085,9,4,0,1,7,09_04 04_00 01_00 01_07,23 24 23 24,tuple_edge_920 tuple_edge_849 tuple_edge_783 tuple_edge_78,9:23 4:54 1:53 1:54,4:23 0:24 0:23 7:24,false,false
223120,9,4,0,5,10,09_04 04_00 05_00 05_10,23 24 23 24,tuple_edge_920 tuple_edge_849 tuple_edge_786 tuple_edge_1204,9:23 4:54 5:53 5:24,4:23 0:24 0:23 10:24,false,false
223124,9,4,0,5,14,09_04 04_00 05_00 05_14,23 24 23 24,tuple_edge_920 tuple_edge_849 tuple_edge_786 tuple_edge_1205,9:23 4:54 5:53 5:24,4:23 0:24 0:23 14:24,false,false
223125,9,4,0,6,1,09_04 04_00 06_00 06_01,23 24 23 24,tuple_edge_920 tuple_edge_849 tuple_edge_787 tuple_edge_3433,9:23 4:54 6:53 6:54,4:23 0:24 0:23 1:24,false,false
223133,9,4,0,6,12,09_04 04_00 06_00 06_12,23 24 23 24,tuple_edge_920 tuple_edge_849 tuple_edge_787 tuple_edge_1474,9:23 4:54 6:53 6:24,4:23 0:24 0:23 12:24,false,false
223134,9,4,0,6,13,09_04 04_00 06_00 06_13,23 24 23 24,tuple_edge_920 tuple_edge_849 tuple_edge_787 tuple_edge_1475,9:23 4:54 6:53 6:24,4:23 0:24 0:23 13:24,false,false
223500,9,4,3,2,1,09_04 04_03 02_03 02_01,23 24 23 24,tuple_edge_920 tuple_edge_612 tuple_edge_415 tuple_edge_3432,9:23 4:24 2:53 2:54,4:23 3:24 3:23 1:24,false,false
223503,9,4,3,2,7,09_04 04_03 02_03 02_07,23 24 23 24,tuple_edge_920 tuple_edge_612 tuple_edge_415 tuple_edge_419,9:23 4:24 2:53 2:54,4:23 3:24 3:23 7:24,false,false
223504,9,4,3,2,8,09_04 04_03 02_03 02_08,23 24 23 24,tuple_edge_920 tuple_edge_612 tuple_edge_415 tuple_edge_420,9:23 4:24 2:53 2:54,4:23 3:24 3:23 8:24,false,false
223545,9,4,3,8,2,09_04 04_03 08_03 08_02,23 24 23 24,tuple_edge_920 tuple_edge_612 tuple_edge_610 tuple_edge_267,9:23 4:24 8:53 8:54,4:23 3:24 3:23 2:24,false,false
223552,9,4,3,8,13,09_04 04_03 08_03 08_13,23 24 23 24,tuple_edge_920 tuple_edge_612 tuple_edge_610 tuple_edge_2040,9:23 4:24 8:53 8:24,4:23 3:24 3:23 13:24,false,false
223553,9,4,3,8,14,09_04 04_03 08_03 08_14,23 24 23 24,tuple_edge_920 tuple_edge_612 tuple_edge_610 tuple_edge_2041,9:23 4:24 8:53 8:24,4:23 3:24 3:23 14:24,false,false
223609,9,4,5,0,1,09_04 04_05 00_05 00_01,23 24 23 24,tuple_edge_920 tuple_edge_1041 tuple_edge_2172 tuple_edge_2239,9:23 4:54 0:53 0:54,4:23 5:24 5:23 1:24,false,false
223612,9,4,5,0,6,09_04 04_05 00_05 00_06,23 24 23 24,tuple_edge_920 tuple_edge_1041 tuple_edge_2172 tuple_edge_2238,9:23 4:54 0:53 0:54,4:23 5:24 5:23 6:24,false,false
223691,9,4,5,10,7,09_04 04_05 10_05 10_07,23 24 23 24,tuple_edge_920 tuple_edge_1041 tuple_edge_1202 tuple_edge_1760,9:23 4:54 10:23 10:24,4:23 5:24 5:23 7:24,false,false
223693,9,4,5,10,11,09_04 04_05 10_05 10_11,23 24 23 24,tuple_edge_920 tuple_edge_1041 tuple_edge_1202 tuple_edge_2586,9:23 4:54 10:23 10:24,4:23 5:24 5:23 11:24,false,false
223696,9,4,5,10,14,09_04 04_05 10_05 10_14,23 24 23 24,tuple_edge_920 tuple_edge_1041 tuple_edge_1202 tuple_edge_2587,9:23 4:54 10:23 10:24,4:23 5:24 5:23 14:24,false,false
223736,9,4,5,14,8,09_04 04_05 14_05 14_08,23 24 23 24,tuple_edge_920 tuple_edge_1041 tuple_edge_1203 tuple_edge_2041,9:23 4:54 14:23 14:24,4:23 5:24 5:23 8:24,false,false
223737,9,4,5,14,10,09_04 04_05 14_05 14_10,23 24 23 24,tuple_edge_920 tuple_edge_1041 tuple_edge_1203 tuple_edge_2587,9:23 4:54 14:23 14:24,4:23 5:24 5:23 10:24,false,false
223740,9,4,5,14,13,09_04 04_05 14_05 14_13,23 24 23 24,tuple_edge_920 tuple_edge_1041 tuple_edge_1203 tuple_edge_3292,9:23 4:54 14:23 14:24,4:23 5:24 5:23 13:24,false,false
234312,9,11,7,1,0,09_11 11_07 01_07 01_00,23 24 23 24,tuple_edge_2422 tuple_edge_1761 tuple_edge_75 tuple_edge_848,9:53 11:24 1:53 1:54,11:23 7:24 7:23 0:24,false,false
234313,9,11,7,1,2,09_11 11_07 01_07 01_02,23 24 23 24,tuple_edge_2422 tuple_edge_1761 tuple_edge_75 tuple_edge_76,9:53 11:24 1:53 1:54,11:23 7:24 7:23 2:24,false,false
234317,9,11,7,1,6,09_11 11_07 01_07 01_06,23 24 23 24,tuple_edge_2422 tuple_edge_1761 tuple_edge_75 tuple_edge_77,9:53 11:24 1:53 1:54,11:23 7:24 7:23 6:24,false,false
234324,9,11,7,2,1,09_11 11_07 02_07 02_01,23 24 23 24,tuple_edge_2422 tuple_edge_1761 tuple_edge_416 tuple_edge_3432,9:53 11:24 2:53 2:54,11:23 7:24 7:23 1:24,false,false
234325,9,11,7,2,3,09_11 11_07 02_07 02_03,23 24 23 24,tuple_edge_2422 tuple_edge_1761 tuple_edge_416 tuple_edge_418,9:53 11:24 2:53 2:54,11:23 7:24 7:23 3:24,false,false
234329,9,11,7,2,8,09_11 11_07 02_07 02_08,23 24 23 24,tuple_edge_2422 tuple_edge_1761 tuple_edge_416 tuple_edge_420,9:53 11:24 2:53 2:54,11:23 7:24 7:23 8:24,false,false
234394,9,11,7,10,5,09_11 11_07 10_07 10_05,23 24 23 24,tuple_edge_2422 tuple_edge_1761 tuple_edge_1758 tuple_edge_1204,9:53 11:24 10:23 10:24,11:23 7:24 7:23 5:24,false,false
234399,9,11,7,10,14,09_11 11_07 10_07 10_14,23 24 23 24,tuple_edge_2422 tuple_edge_1761 tuple_edge_1758 tuple_edge_2587,9:53 11:24 10:23 10:24,11:23 7:24 7:23 14:24,false,false
234620,9,11,10,5,0,09_11 11_10 05_10 05_00,23 24 23 24,tuple_edge_2422 tuple_edge_2586 tuple_edge_1202 tuple_edge_850,9:53 11:24 5:23 5:54,11:23 10:24 10:23 0:24,false,false
234624,9,11,10,5,4,09_11 11_10 05_10 05_04,23 24 23 24,tuple_edge_2422 tuple_edge_2586 tuple_edge_1202 tuple_edge_921,9:53 11:24 5:23 5:54,11:23 10:24 10:23 4:24,false,false
234630,9,11,10,5,14,09_11 11_10 05_10 05_14,23 24 23 24,tuple_edge_2422 tuple_edge_2586 tuple_edge_1202 tuple_edge_1205,9:53 11:24 5:23 5:24,11:23 10:24 10:23 14:24,false,false
234643,9,11,10,7,1,09_11 11_10 07_10 07_01,23 24 23 24,tuple_edge_2422 tuple_edge_2586 tuple_edge_1758 tuple_edge_3434,9:53 11:24 7:23 7:54,11:23 10:24 10:23 1:24,false,false
234644,9,11,10,7,2,09_11 11_10 07_10 07_02,23 24 23 24,tuple_edge_2422 tuple_edge_2586 tuple_edge_1758 tuple_edge_266,9:53 11:24 7:23 7:54,11:23 10:24 10:23 2:24,false,false
234691,9,11,10,14,5,09_11 11_10 14_10 14_05,23 24 23 24,tuple_edge_2422 tuple_edge_2586 tuple_edge_2585 tuple_edge_1205,9:53 11:24 14:23 14:24,11:23 10:24 10:23 5:24,false,false
234694,9,11,10,14,8,09_11 11_10 14_10 14_08,23 24 23 24,tuple_edge_2422 tuple_edge_2586 tuple_edge_2585 tuple_edge_2041,9:53 11:24 14:23 14:24,11:23 10:24 10:23 8:24,false,false
234696,9,11,10,14,13,09_11 11_10 14_10 14_13,23 24 23 24,tuple_edge_2422 tuple_edge_2586 tuple_edge_2585 tuple_edge_3292,9:53 11:24 14:23 14:24,11:23 10:24 10:23 13:24,false,false
234763,9,11,12,6,0,09_11 11_12 06_12 06_00,23 24 23 24,tuple_edge_2422 tuple_edge_2945 tuple_edge_1472 tuple_edge_851,9:53 11:54 6:23 6:54,11:23 12:24 12:23 0:24,false,false
234764,9,11,12,6,1,09_11 11_12 06_12 06_01,23 24 23 24,tuple_edge_2422 tuple_edge_2945 tuple_edge_1472 tuple_edge_3433,9:53 11:54 6:23 6:54,11:23 12:24 12:23 1:24,false,false
234772,9,11,12,6,13,09_11 11_12 06_12 06_13,23 24 23 24,tuple_edge_2422 tuple_edge_2945 tuple_edge_1472 tuple_edge_1475,9:53 11:54 6:23 6:24,11:23 12:24 12:23 13:24,false,false
234813,9,11,12,13,6,09_11 11_12 13_12 13_06,23 24 23 24,tuple_edge_2422 tuple_edge_2945 tuple_edge_3070 tuple_edge_1475,9:53 11:54 13:23 13:24,11:23 12:24 12:23 6:24,false,false
234815,9,11,12,13,8,09_11 11_12 13_12 13_08,23 24 23 24,tuple_edge_2422 tuple_edge_2945 tuple_edge_3070 tuple_edge_2040,9:53 11:54 13:23 13:24,11:23 12:24 12:23 8:24,false,false
234817,9,11,12,13,14,09_11 11_12 13_12 13_14,23 24 23 24,tuple_edge_2422 tuple_edge_2945 tuple_edge_3070 tuple_edge_3292,9:53 11:54 13:23 13:24,11:23 12:24 12:23 14:24,false,false
235885,9,12,6,0,1,09_12 12_06 00_06 00_01,23 24 23 24,tuple_edge_2423 tuple_edge_1474 tuple_edge_2173 tuple_edge_2239,9:53 12:24 0:53 0:54,12:23 6:24 6:23 1:24,false,false
235888,9,12,6,0,4,09_12 12_06 00_06 00_04,23 24 23 24,tuple_edge_2423 tuple_edge_1474 tuple_edge_2173 tuple_edge_2236,9:53 12:24 0:53 0:54,12:23 6:24 6:23 4:24,false,false
235889,9,12,6,0,5,09_12 12_06 00_06 00_05,23 24 23 24,tuple_edge_2423 tuple_edge_1474 tuple_edge_2173 tuple_edge_2237,9:53 12:24 0:53 0:54,12:23 6:24 6:23 5:24,false,false
235896,9,12,6,1,0,09_12 12_06 01_06 01_00,23 24 23 24,tuple_edge_2423 tuple_edge_1474 tuple_edge_74 tuple_edge_848,9:53 12:24 1:53 1:54,12:23 6:24 6:23 0:24,false,false
235897,9,12,6,1,2,09_12 12_06 01_06 01_02,23 24 23 24,tuple_edge_2423 tuple_edge_1474 tuple_edge_74 tuple_edge_76,9:53 12:24 1:53 1:54,12:23 6:24 6:23 2:24,false,false
235901,9,12,6,1,7,09_12 12_06 01_06 01_07,23 24 23 24,tuple_edge_2423 tuple_edge_1474 tuple_edge_74 tuple_edge_78,9:53 12:24 1:53 1:54,12:23 6:24 6:23 7:24,false,false
236002,9,12,6,13,8,09_12 12_06 13_06 13_08,23 24 23 24,tuple_edge_2423 tuple_edge_1474 tuple_edge_1473 tuple_edge_2040,9:53 12:24 13:23 13:24,12:23 6:24 6:23 8:24,false,false
236005,9,12,6,13,14,09_12 12_06 13_06 13_14,23 24 23 24,tuple_edge_2423 tuple_edge_1474 tuple_edge_1473 tuple_edge_3292,9:53 12:24 13:23 13:24,12:23 6:24 6:23 14:24,false,false
236491,9,12,11,7,1,09_12 12_11 07_11 07_01,23 24 23 24,tuple_edge_2423 tuple_edge_2844 tuple_edge_1759 tuple_edge_3434,9:53 12:54 7:23 7:54,12:23 11:24 11:23 1:24,false,false
236492,9,12,11,7,2,09_12 12_11 07_11 07_02,23 24 23 24,tuple_edge_2423 tuple_edge_2844 tuple_edge_1759 tuple_edge_266,9:53 12:54 7:23 7:54,12:23 11:24 11:23 2:24,false,false
236498,9,12,11,7,10,09_12 12_11 07_11 07_10,23 24 23 24,tuple_edge_2423 tuple_edge_2844 tuple_edge_1759 tuple_edge_1760,9:53 12:54 7:23 7:24,12:23 11:24 11:23 10:24,false,false
236517,9,12,11,10,5,09_12 12_11 10_11 10_05,23 24 23 24,tuple_edge_2423 tuple_edge_2844 tuple_edge_2584 tuple_edge_1204,9:53 12:54 10:23 10:24,12:23 11:24 11:23 5:24,false,false
236519,9,12,11,10,7,09_12 12_11 10_11 10_07,23 24 23 24,tuple_edge_2423 tuple_edge_2844 tuple_edge_2584 tuple_edge_1760,9:53 12:54 10:23 10:24,12:23 11:24 11:23 7:24,false,false
236522,9,12,11,10,14,09_12 12_11 10_11 10_14,23 24 23 24,tuple_edge_2423 tuple_edge_2844 tuple_edge_2584 tuple_edge_2587,9:53 12:54 10:23 10:24,12:23 11:24 11:23 14:24,false,false
236611,9,12,13,6,0,09_12 12_13 06_13 06_00,23 24 23 24,tuple_edge_2423 tuple_edge_3071 tuple_edge_1473 tuple_edge_851,9:53 12:24 6:23 6:54,12:23 13:24 13:23 0:24,false,false
236612,9,12,13,6,1,09_12 12_13 06_13 06_01,23 24 23 24,tuple_edge_2423 tuple_edge_3071 tuple_edge_1473 tuple_edge_3433,9:53 12:24 6:23 6:54,12:23 13:24 13:23 1:24,false,false
236635,9,12,13,8,2,09_12 12_13 08_13 08_02,23 24 23 24,tuple_edge_2423 tuple_edge_3071 tuple_edge_2038 tuple_edge_267,9:53 12:24 8:23 8:54,12:23 13:24 13:23 2:24,false,false
236636,9,12,13,8,3,09_12 12_13 08_13 08_03,23 24 23 24,tuple_edge_2423 tuple_edge_3071 tuple_edge_2038 tuple_edge_613,9:53 12:24 8:23 8:54,12:23 13:24 13:23 3:24,false,false
236643,9,12,13,8,14,09_12 12_13 08_13 08_14,23 24 23 24,tuple_edge_2423 tuple_edge_3071 tuple_edge_2038 tuple_edge_2041,9:53 12:24 8:23 8:24,12:23 13:24 13:23 14:24,false,false
236671,9,12,13,14,5,09_12 12_13 14_13 14_05,23 24 23 24,tuple_edge_2423 tuple_edge_3071 tuple_edge_3291 tuple_edge_1205,9:53 12:24 14:23 14:24,12:23 13:24 13:23 5:24,false,false
236674,9,12,13,14,8,09_12 12_13 14_13 14_08,23 24 23 24,tuple_edge_2423 tuple_edge_3071 tuple_edge_3291 tuple_edge_2041,9:53 12:24 14:23 14:24,12:23 13:24 13:23 8:24,false,false
236675,9,12,13,14,10,09_12 12_13 14_13 14_10,23 24 23 24,tuple_edge_2423 tuple_edge_3071 tuple_edge_3291 tuple_edge_2587,9:53 12:24 14:23 14:24,12:23 13:24 13:23 10:24,false,false
248821,10,5,0,1,2,10_05 05_00 01_00 01_02,23 24 23 24,tuple_edge_1202 tuple_edge_850 tuple_edge_783 tuple_edge_76,10:23 5:54 1:53 1:54,5:23 0:24 0:23 2:24,false,false
248824,10,5,0,1,6,10_05 05_00 01_00 01_06,23 24 23 24,tuple_edge_1202 tuple_edge_850 tuple_edge_783 tuple_edge_77,10:23 5:54 1:53 1:54,5:23 0:24 0:23 6:24,false,false
248825,10,5,0,1,7,10_05 05_00 01_00 01_07,23 24 23 24,tuple_edge_1202 tuple_edge_850 tuple_edge_783 tuple_edge_78,10:23 5:54 1:53 1:54,5:23 0:24 0:23 7:24,false,false
248856,10,5,0,4,3,10_05 05_00 04_00 04_03,23 24 23 24,tuple_edge_1202 tuple_edge_850 tuple_edge_785 tuple_edge_612,10:23 5:54 4:53 4:24,5:23 0:24 0:23 3:24,false,false
248860,10,5,0,4,9,10_05 05_00 04_00 04_09,23 24 23 24,tuple_edge_1202 tuple_edge_850 tuple_edge_785 tuple_edge_922,10:23 5:54 4:53 4:24,5:23 0:24 0:23 9:24,false,false
248865,10,5,0,6,1,10_05 05_00 06_00 06_01,23 24 23 24,tuple_edge_1202 tuple_edge_850 tuple_edge_787 tuple_edge_3433,10:23 5:54 6:53 6:54,5:23 0:24 0:23 1:24,false,false
248873,10,5,0,6,12,10_05 05_00 06_00 06_12,23 24 23 24,tuple_edge_1202 tuple_edge_850 tuple_edge_787 tuple_edge_1474,10:23 5:54 6:53 6:24,5:23 0:24 0:23 12:24,false,false
248874,10,5,0,6,13,10_05 05_00 06_00 06_13,23 24 23 24,tuple_edge_1202 tuple_edge_850 tuple_edge_787 tuple_edge_1475,10:23 5:54 6:53 6:24,5:23 0:24 0:23 13:24,false,false
249349,10,5,4,0,1,10_05 05_04 00_04 00_01,23 24 23 24,tuple_edge_1202 tuple_edge_921 tuple_edge_2171 tuple_edge_2239,10:23 5:54 0:53 0:54,5:23 4:24 4:23 1:24,false,false
249352,10,5,4,0,6,10_05 05_04 00_04 00_06,23 24 23 24,tuple_edge_1202 tuple_edge_921 tuple_edge_2171 tuple_edge_2238,10:23 5:54 0:53 0:54,5:23 4:24 4:23 6:24,false,false
249384,10,5,4,3,2,10_05 05_04 03_04 03_02,23 24 23 24,tuple_edge_1202 tuple_edge_921 tuple_edge_609 tuple_edge_265,10:23 5:54 3:23 3:54,5:23 4:24 4:23 2:24,false,false
249387,10,5,4,3,8,10_05 05_04 03_04 03_08,23 24 23 24,tuple_edge_1202 tuple_edge_921 tuple_edge_609 tuple_edge_766,10:23 5:54 3:23 3:54,5:23 4:24 4:23 8:24,false,false
249388,10,5,4,3,9,10_05 05_04 03_04 03_09,23 24 23 24,tuple_edge_1202 tuple_edge_921 tuple_edge_609 tuple_edge_614,10:23 5:54 3:23 3:24,5:23 4:24 4:23 9:24,false,false
249429,10,5,4,9,3,10_05 05_04 09_04 09_03,23 24 23 24,tuple_edge_1202 tuple_edge_921 tuple_edge_920 tuple_edge_614,10:23 5:54 9:23 9:24,5:23 4:24 4:23 3:24,false,false
249433,10,5,4,9,11,10_05 05_04 09_04 09_11,23 24 23 24,tuple_edge_1202 tuple_edge_921 tuple_edge_920 tuple_edge_2424,10:23 5:54 9:23 9:54,5:23 4:24 4:23 11:24,false,false
249434,10,5,4,9,12,10_05 05_04 09_04 09_12,23 24 23 24,tuple_edge_1202 tuple_edge_921 tuple_edge_920 tuple_edge_2425,10:23 5:54 9:23 9:54,5:23 4:24 4:23 12:24,false,false
250484,10,5,14,8,2,10_05 05_14 08_14 08_02,23 24 23 24,tuple_edge_1202 tuple_edge_1205 tuple_edge_2039 tuple_edge_267,10:23 5:24 8:23 8:54,5:23 14:24 14:23 2:24,false,false
250485,10,5,14,8,3,10_05 05_14 08_14 08_03,23 24 23 24,tuple_edge_1202 tuple_edge_1205 tuple_edge_2039 tuple_edge_613,10:23 5:24 8:23 8:54,5:23 14:24 14:23 3:24,false,false
250492,10,5,14,8,13,10_05 05_14 08_14 08_13,23 24 23 24,tuple_edge_1202 tuple_edge_1205 tuple_edge_2039 tuple_edge_2040,10:23 5:24 8:23 8:24,5:23 14:24 14:23 13:24,false,false
250531,10,5,14,13,6,10_05 05_14 13_14 13_06,23 24 23 24,tuple_edge_1202 tuple_edge_1205 tuple_edge_3291 tuple_edge_1475,10:23 5:24 13:23 13:24,5:23 14:24 14:23 6:24,false,false
250533,10,5,14,13,8,10_05 05_14 13_14 13_08,23 24 23 24,tuple_edge_1202 tuple_edge_1205 tuple_edge_3291 tuple_edge_2040,10:23 5:24 13:23 13:24,5:23 14:24 14:23 8:24,false,false
250536,10,5,14,13,12,10_05 05_14 13_14 13_12,23 24 23 24,tuple_edge_1202 tuple_edge_1205 tuple_edge_3291 tuple_edge_3071,10:23 5:24 13:23 13:24,5:23 14:24 14:23 12:24,false,false
252387,10,7,1,0,4,10_07 07_01 00_01 00_04,23 24 23 24,tuple_edge_1758 tuple_edge_3434 tuple_edge_2175 tuple_edge_2236,10:23 7:54 0:53 0:54,7:23 1:24 1:23 4:24,false,false
252388,10,7,1,0,5,10_07 07_01 00_01 00_05,23 24 23 24,tuple_edge_1758 tuple_edge_3434 tuple_edge_2175 tuple_edge_2237,10:23 7:54 0:53 0:54,7:23 1:24 1:23 5:24,false,false
252389,10,7,1,0,6,10_07 07_01 00_01 00_06,23 24 23 24,tuple_edge_1758 tuple_edge_3434 tuple_edge_2175 tuple_edge_2238,10:23 7:54 0:53 0:54,7:23 1:24 1:23 6:24,false,false
252397,10,7,1,2,3,10_07 07_01 02_01 02_03,23 24 23 24,tuple_edge_1758 tuple_edge_3434 tuple_edge_3388 tuple_edge_418,10:23 7:54 2:53 2:54,7:23 1:24 1:23 3:24,false,false
252401,10,7,1,2,8,10_07 07_01 02_01 02_08,23 24 23 24,tuple_edge_1758 tuple_edge_3434 tuple_edge_3388 tuple_edge_420,10:23 7:54 2:53 2:54,7:23 1:24 1:23 8:24,false,false
252440,10,7,1,6,0,10_07 07_01 06_01 06_00,23 24 23 24,tuple_edge_1758 tuple_edge_3434 tuple_edge_3389 tuple_edge_851,10:23 7:54 6:53 6:54,7:23 1:24 1:23 0:24,false,false
252448,10,7,1,6,12,10_07 07_01 06_01 06_12,23 24 23 24,tuple_edge_1758 tuple_edge_3434 tuple_edge_3389 tuple_edge_1474,10:23 7:54 6:53 6:24,7:23 1:24 1:23 12:24,false,false
252449,10,7,1,6,13,10_07 07_01 06_01 06_13,23 24 23 24,tuple_edge_1758 tuple_edge_3434 tuple_edge_3389 tuple_edge_1475,10:23 7:54 6:53 6:24,7:23 1:24 1:23 13:24,false,false
252528,10,7,2,1,0,10_07 07_02 01_02 01_00,23 24 23 24,tuple_edge_1758 tuple_edge_266 tuple_edge_73 tuple_edge_848,10:23 7:54 1:53 1:54,7:23 2:24 2:23 0:24,false,false
252532,10,7,2,1,6,10_07 07_02 01_02 01_06,23 24 23 24,tuple_edge_1758 tuple_edge_266 tuple_edge_73 tuple_edge_77,10:23 7:54 1:53 1:54,7:23 2:24 2:23 6:24,false,false
252541,10,7,2,3,4,10_07 07_02 03_02 03_04,23 24 23 24,tuple_edge_1758 tuple_edge_266 tuple_edge_262 tuple_edge_612,10:23 7:54 3:53 3:24,7:23 2:24 2:23 4:24,false,false
252544,10,7,2,3,8,10_07 07_02 03_02 03_08,23 24 23 24,tuple_edge_1758 tuple_edge_266 tuple_edge_262 tuple_edge_766,10:23 7:54 3:53 3:54,7:23 2:24 2:23 8:24,false,false
252545,10,7,2,3,9,10_07 07_02 03_02 03_09,23 24 23 24,tuple_edge_1758 tuple_edge_266 tuple_edge_262 tuple_edge_614,10:23 7:54 3:53 3:24,7:23 2:24 2:23 9:24,false,false
252585,10,7,2,8,3,10_07 07_02 08_02 08_03,23 24 23 24,tuple_edge_1758 tuple_edge_266 tuple_edge_264 tuple_edge_613,10:23 7:54 8:53 8:54,7:23 2:24 2:23 3:24,false,false
252592,10,7,2,8,13,10_07 07_02 08_02 08_13,23 24 23 24,tuple_edge_1758 tuple_edge_266 tuple_edge_264 tuple_edge_2040,10:23 7:54 8:53 8:24,7:23 2:24 2:23 13:24,false,false
252593,10,7,2,8,14,10_07 07_02 08_02 08_14,23 24 23 24,tuple_edge_1758 tuple_edge_266 tuple_edge_264 tuple_edge_2041,10:23 7:54 8:53 8:24,7:23 2:24 2:23 14:24,false,false
253532,10,7,11,9,3,10_07 07_11 09_11 09_03,23 24 23 24,tuple_edge_1758 tuple_edge_1761 tuple_edge_2422 tuple_edge_614,10:23 7:24 9:53 9:24,7:23 11:24 11:23 3:24,false,false
253533,10,7,11,9,4,10_07 07_11 09_11 09_04,23 24 23 24,tuple_edge_1758 tuple_edge_1761 tuple_edge_2422 tuple_edge_922,10:23 7:24 9:53 9:24,7:23 11:24 11:23 4:24,false,false
253537,10,7,11,9,12,10_07 07_11 09_11 09_12,23 24 23 24,tuple_edge_1758 tuple_edge_1761 tuple_edge_2422 tuple_edge_2425,10:23 7:24 9:53 9:54,7:23 11:24 11:23 12:24,false,false
253546,10,7,11,12,6,10_07 07_11 12_11 12_06,23 24 23 24,tuple_edge_1758 tuple_edge_1761 tuple_edge_2843 tuple_edge_1474,10:23 7:24 12:53 12:24,7:23 11:24 11:23 6:24,false,false
253548,10,7,11,12,9,10_07 07_11 12_11 12_09,23 24 23 24,tuple_edge_1758 tuple_edge_1761 tuple_edge_2843 tuple_edge_2309,10:23 7:24 12:53 12:54,7:23 11:24 11:23 9:24,false,false
253549,10,7,11,12,13,10_07 07_11 12_11 12_13,23 24 23 24,tuple_edge_1758 tuple_edge_1761 tuple_edge_2843 tuple_edge_3071,10:23 7:24 12:53 12:24,7:23 11:24 11:23 13:24,false,false
258336,10,11,7,1,0,10_11 11_07 01_07 01_00,23 24 23 24,tuple_edge_2584 tuple_edge_1761 tuple_edge_75 tuple_edge_848,10:23 11:24 1:53 1:54,11:23 7:24 7:23 0:24,false,false
258337,10,11,7,1,2,10_11 11_07 01_07 01_02,23 24 23 24,tuple_edge_2584 tuple_edge_1761 tuple_edge_75 tuple_edge_76,10:23 11:24 1:53 1:54,11:23 7:24 7:23 2:24,false,false
258341,10,11,7,1,6,10_11 11_07 01_07 01_06,23 24 23 24,tuple_edge_2584 tuple_edge_1761 tuple_edge_75 tuple_edge_77,10:23 11:24 1:53 1:54,11:23 7:24 7:23 6:24,false,false
258348,10,11,7,2,1,10_11 11_07 02_07 02_01,23 24 23 24,tuple_edge_2584 tuple_edge_1761 tuple_edge_416 tuple_edge_3432,10:23 11:24 2:53 2:54,11:23 7:24 7:23 1:24,false,false
